RB_NO3,RB_NH4,RB_PO4,Al,pH_water,Na,Mn,Mg,K,Fe,Ca,BS,ECEC,Bray_P,meanelev,convex,slope
38.1183575,14.0247295,0.29036638,0.2653886,5.7068852,4.24959e-6,0.02355666,0.48029526,0.16651427,9.70257e-6,1.01413646,0.85066318,2.04815537,4.88894042,152.619375,0.395625,9.4023072388953
31.5496206,5.28930375,0.51803877,0.18812408,5.52065928,0.00030275,0.0200548,0.67091994,0.31800971,8.93893e-7,1.2207669,0.8876791,2.86489533,6.60128231,207.183125,-0.0819375,28.936070930096
31.1603997,5.43275319,0.64479425,0.06022672,5.70023241,3.56553e-5,0.01981014,0.81874009,0.33123671,1.73423e-7,2.71244184,0.9403996,4.25478716,6.9558105,198.943,-1.4214375,28.153087269297
29.8542866,5.78134857,0.78776456,0.03341789,5.77182584,0.00001665,0.02106628,0.88432279,0.33134968,-5.653e-7,4.01496881,0.9640063,4.97650556,7.15941277,193.92475,-2.30559375,22.299946640244
28.8004685,6.2785018,0.93442707,0.05559589,5.7814115,4.5044e-5,0.02359817,0.84702105,0.31754409,-1.3134e-6,3.73089315,0.95436677,4.75560187,7.22606641,194.4265,-2.064609375,23.334483616929
28.6059641,6.77220108,1.08237026,0.09252852,5.77193883,0.00011759,0.02570194,0.78028304,0.30777124,-2.093e-6,2.94240379,0.95188798,4.43883548,7.37021325,199.909375,0.432125,31.835390620287
35.6259604,7.32147342,0.28549177,0.34503532,5.42211758,0.00958162,0.01722445,0.50346713,0.25104993,1.75583e-5,0.77949159,0.75605761,2.05742702,5.06433129,309.419,-1.695,26.989928860265
33.3346777,6.00583002,0.29705928,0.3713379,5.44460941,0.00672265,0.01713995,0.46515988,0.25349291,1.47278e-5,0.7317111,0.74818999,2.01083409,5.09465872,303.3885,-0.0944375,28.442927095208
27.6136495,4.79440191,0.31401603,0.45849806,5.42751856,0.0045739,0.01785897,0.4316501,0.26087512,1.22419e-5,0.57179659,0.70931369,1.94402655,5.13618605,297.412875,1.12625,30.404609508618
22.8542702,3.95057671,0.33380242,0.52548887,5.44243495,0.0040066,0.01749176,0.43914514,0.27276705,0.00001004,0.45974113,0.68941311,1.90255207,5.20067546,288.82425,0.82459375,36.245677479892
23.9088198,3.62228632,0.35692486,0.4101747,5.41335735,0.00146378,0.01926355,0.48048013,0.27205499,8.42934e-6,0.47307621,0.72868326,1.94074685,5.46374981,279.1225,0.91621875,32.15665994659
25.6090646,3.47700352,0.37978503,0.27866217,5.48839677,0.00023131,0.02175919,0.54612078,0.25427372,6.89195e-6,0.73799478,0.80076435,2.35369305,5.63718753,267.560125,-0.726515625,38.917114723303
28.0700206,3.56646068,0.40213559,0.19510624,5.51598555,4.35775e-5,0.02531013,0.63834326,0.24228706,5.53734e-6,1.41238466,0.85814613,2.90920988,5.81449473,257.09525,-2.389140625,25.376157412829
30.6317937,3.76348063,0.41746379,0.14003449,5.4974161,4.60661e-5,0.027064,0.70928294,0.26015677,4.44029e-6,2.25999789,0.87898047,3.11319331,5.9817056,251.28625,-1.327078125,26.150219495142
32.2525793,3.90937414,0.42143273,0.13044276,5.58427061,3.43945e-5,0.02807708,0.72991845,0.28166416,3.58356e-6,2.33305703,0.88487098,3.40998155,6.09871108,246.99825,-2.078984375,16.664601127722
32.297032,4.0339556,0.41615022,0.17898786,5.60585642,6.14223e-5,0.02691323,0.64707344,0.27947284,2.95331e-6,1.33313805,0.84548622,3.05925487,6.14479757,246.869375,-0.325671875,22.500478131367
29.4198312,4.18389661,0.40451234,0.28718564,5.60241255,0.0006036,0.02465512,0.52176169,0.25830135,2.54972e-6,0.75154291,0.79168569,2.26337132,6.03605579,247.091375,1.687484375,24.97521007455
27.364391,4.46406831,0.39866493,0.3011202,5.61355436,0.00173896,0.02481922,0.42235413,0.25612284,2.3014e-6,0.59464313,0.80197048,2.0036154,6.10234728,243.382625,1.391140625,23.855079421636
27.0327759,4.85461851,0.40565039,0.29126774,5.47135891,0.00188792,0.02530222,0.38065622,0.267139,2.06978e-6,0.57756636,0.81690563,1.94811909,6.25914116,237.751125,1.4164375,25.210083199044
26.1261938,5.04499342,0.42950675,0.32288866,5.42509941,0.00047109,0.02261189,0.42147434,0.27987438,1.74154e-6,0.66711907,0.79634357,1.96756332,6.34786997,230.797375,1.4169375,26.712185595931
26.4071628,5.0050123,0.48035568,0.324771,5.38459335,0.00008313,0.01835504,0.52291027,0.28343912,1.2935e-6,0.80946572,0.81715401,2.14160449,6.4324206,222.565375,0.81046875,28.123599835813
28.0796497,5.09946285,0.56683306,0.20593113,5.44724228,3.16549e-5,0.01689012,0.63538433,0.29613709,7.4388e-7,1.24428673,0.88562033,2.6857747,6.64173193,213.993625,-0.047046875,28.247059139145
30.3064765,5.39511601,0.68397889,0.09929281,5.58142306,1.59118e-5,0.01785659,0.77978134,0.30456956,1.26252e-7,2.14003302,0.94158012,3.6981857,6.94372486,206.46,-0.89553125,27.127357056436
30.9784679,5.81877194,0.80919277,0.08233105,5.62527779,0.00003673,0.02075179,0.85897087,0.30465134,-5.4655e-7,2.92871353,0.9489056,4.26076032,7.14338428,201.74275,-2.0005625,22.323171170751
30.6238985,6.34616353,0.92543073,0.14153328,5.61285164,0.00042968,0.02606806,0.8412237,0.29889311,-1.2558e-6,2.93248674,0.93024008,4.06291486,7.17172251,202.64575,-2.159203125,25.678393960347
30.6176238,6.88700958,1.05585734,0.19006306,5.61027032,0.00177922,0.03036818,0.80692566,0.29883732,-2.0176e-6,2.52194985,0.93009557,3.87182564,7.29929565,210.072,1.176,36.620516301447
34.6660718,6.93379657,0.25906277,0.55670392,5.30668899,0.01068984,0.01632148,0.43330192,0.20814998,2.71659e-5,0.52041699,0.66605348,1.93098858,5.01548192,318.62675,-0.81175,29.83221216031
31.5177677,5.69475887,0.27249234,0.61800557,5.31398488,0.0112047,0.01558583,0.40699858,0.20723835,2.34268e-5,0.48013677,0.64654425,1.87976961,5.06297199,313.5035,0.883578125,31.707278609212
27.2810768,4.61016944,0.29239494,0.62213389,5.32148193,0.01256235,0.01571624,0.40512449,0.22982732,1.96177e-5,0.43863643,0.65390117,1.90102179,5.13966078,306.87675,1.414015625,30.872022862341
26.1297816,3.9208574,0.31790758,0.54274963,5.36774823,0.01399626,0.0177082,0.45514122,0.26728561,0.00001602,0.45897773,0.69212575,2.01347561,5.25743916,298.19825,0.992859375,33.479091605445
27.1089666,3.65862844,0.34846649,0.40280161,5.39581274,0.00827324,0.02092991,0.55669892,0.28238156,1.33331e-5,0.59734718,0.75269137,2.20453103,5.5107078,288.7715,1.716953125,34.304214832069
27.5640152,3.57678591,0.37825272,0.24893411,5.49633566,0.00085782,0.02465018,0.64536532,0.27798721,1.08168e-5,1.0368238,0.81877978,2.69943145,5.69280692,275.617,-1.235171875,44.398667899003
27.9001451,3.67103125,0.4053145,0.1583901,5.57067256,9.97321e-5,0.02577845,0.74748302,0.27101779,8.3427e-6,1.99387161,0.86752536,3.36601159,5.83264613,265.2395,-2.574828125,27.557193735041
30.206324,3.84593054,0.42394169,0.10140736,5.55364757,0.00010219,0.02725466,0.79753373,0.28447941,6.37296e-6,2.88922744,0.88931008,3.45973149,5.96253879,259.74025,-1.63721875,29.908740841044
32.0875941,3.96018294,0.43165395,0.09424799,5.6050026,0.00012154,0.02803662,0.7869683,0.29920474,4.90422e-6,2.66802841,0.8912427,3.50733347,6.05584342,255.4995,-3.063328125,31.14020059828
32.181952,4.05812222,0.43204612,0.15549662,5.61275011,0.00027527,0.02552012,0.66998964,0.28782576,3.83687e-6,1.39072696,0.84005064,3.03439737,6.08241262,256.30925,-0.4174375,30.983918228758
30.2100128,4.17689656,0.42812149,0.31424923,5.48976173,0.00348661,0.02055278,0.49662978,0.26145711,3.09965e-6,0.56683793,0.7428295,2.05172317,5.90027874,256.116,1.897515625,25.833670077546
28.3727146,4.39241236,0.43275459,0.34596701,5.59821121,0.00441859,0.02098214,0.4058766,0.25952819,2.61181e-6,0.43765378,0.77093266,1.87576985,6.06796456,250.6535,1.258546875,28.039241089668
26.5500585,4.66034875,0.45043757,0.36232811,5.47535782,0.0021957,0.02183619,0.3814295,0.26889929,2.2182e-6,0.47580882,0.80252998,1.84898234,6.32246469,243.06425,0.707703125,22.925313115022
23.8821962,4.72923087,0.47941167,0.32857956,5.43929083,0.00024862,0.01902633,0.42800636,0.270706,1.82494e-6,0.6558879,0.79308142,1.94914043,6.41485772,235.3805,0.598953125,22.473131130384
21.7561594,4.67765831,0.52857368,0.30598535,5.4102442,8.4798e-6,0.01500137,0.51119109,0.2731458,1.38502e-6,0.82604844,0.81416277,2.14711896,6.40767253,227.6525,0.285953125,23.534530157416
23.9942786,4.90676932,0.62016158,0.17201228,5.51927659,2.72269e-6,0.01571258,0.61557004,0.27887402,8.93101e-7,1.45111819,0.88323916,2.76588008,6.63148609,220.01775,-0.36953125,24.886571943165
27.5111723,5.31666374,0.73526632,0.11604484,5.6489816,4.35182e-6,0.01761814,0.7354688,0.28477575,3.14207e-7,1.98707307,0.93238163,3.32593278,6.90160892,213.78775,-0.380515625,23.113851736978
29.2659556,5.80696978,0.8477889,0.12605618,5.64875726,0.00003018,0.02124952,0.78079439,0.28432474,-3.4121e-7,2.32318564,0.94238147,3.76014006,7.17252778,209.2515,-1.64965625,22.947387675552
30.8330304,6.34258024,0.94831765,0.17101736,5.61696133,0.00035162,0.02583357,0.77663932,0.2781924,-1.0578e-6,2.30771638,0.93163007,3.77023006,7.2544326,210.50725,-1.78346875,26.487351029713
30.7530267,6.85647378,1.06874392,0.18910255,5.62669715,0.00106776,0.02954147,0.76316093,0.28260232,-1.842e-6,2.4136973,0.93424821,3.78533421,7.42036615,218.6055,2.1125,29.884948036004
30.0717951,6.94350634,0.23886697,0.72870537,5.18600438,0.01093387,0.01634043,0.38427798,0.18517392,0.00004211,0.35208452,0.59736577,1.90963458,4.96648887,328.5805,0.7885,28.277069156583
26.2313982,5.76733214,0.25422228,0.79417977,5.14119777,0.01311202,0.01556372,0.37034637,0.17872739,3.78477e-5,0.3284043,0.56473686,1.87019446,5.0573748,322.48525,2.339375,26.750852929987
25.0536181,4.76105025,0.27534834,0.66779955,5.17466437,0.01418025,0.01662618,0.39901563,0.2071202,3.16479e-5,0.36925519,0.60508819,1.86349618,5.19869118,314.16975,1.477625,28.64393894817
28.8838753,4.19876591,0.30614663,0.5127727,5.28748596,0.01574764,0.02234098,0.49934331,0.2506853,2.50437e-5,0.50405324,0.70983681,2.08272664,5.34328058,305.7195,1.22071875,25.665207192206
32.2419798,3.96545564,0.34346036,0.34137643,5.38700369,0.01477901,0.02875683,0.65445405,0.28244594,0.0000213,0.9392826,0.79292884,2.60842278,5.57717924,296.746,1.7005,30.996735360385
29.9615025,3.93098442,0.37950494,0.20803136,5.44469781,0.00397564,0.03053815,0.73404328,0.29316988,1.73283e-5,1.38430993,0.83032515,2.90973122,5.76624162,284.64875,-1.14990625,38.863111235564
28.9528496,3.9661511,0.40853785,0.12404334,5.57071242,0.00172876,0.02677066,0.81768148,0.30406316,1.25173e-5,2.28350501,0.86698357,3.62202265,5.8150757,275.63375,-2.158875,30.787326610479
30.0952627,4.05436522,0.42835041,0.06873206,5.62079908,0.00141481,0.02579713,0.83316034,0.33015885,9.18392e-6,3.10954229,0.88648571,3.85587569,5.88156342,270.93325,-1.3965625,35.766914625765
31.7628635,4.15354633,0.44035112,0.06904584,5.67766077,0.00190518,0.02816595,0.80405864,0.35004862,6.89396e-6,2.60969541,0.90631536,3.62864214,5.95135327,268.334,-1.19234375,34.56297022501
30.5802853,4.2134799,0.44658715,0.11600362,5.69219802,0.00336145,0.0249815,0.68674146,0.33104268,5.31138e-6,1.448077,0.86545712,3.01041274,5.97810302,268.032,1.305875,30.932100334771
27.3132443,4.26621125,0.45113076,0.24216489,5.67647827,0.00501887,0.01999113,0.51293254,0.28808242,4.23951e-6,0.64565844,0.80080649,2.09851209,5.93976598,264.873,2.60509375,27.436154231136
25.6837317,4.3646982,0.46559761,0.3543514,5.66489847,0.00199527,0.01973132,0.427029,0.26113793,3.45206e-6,0.43500165,0.78296648,1.79428931,6.07870848,256.53675,1.31265625,30.678995418275
25.6009076,4.48280417,0.4953185,0.34422031,5.60358767,0.0002083,0.021613,0.41681978,0.25937189,2.86602e-6,0.51320046,0.80127791,1.78233333,6.3761962,246.3445,-0.45909375,26.330405877107
23.1393738,4.52177968,0.5331318,0.25472556,5.60807702,3.13149e-5,0.01964124,0.46961283,0.25983261,2.39396e-6,0.87855999,0.80991133,2.11865881,6.52208557,238.006,-0.98578125,21.03196961996
20.3476142,4.53475252,0.58457064,0.17967699,5.6634731,6.19479e-6,0.017027,0.57043546,0.26395295,1.9484e-6,1.52028093,0.85532776,3.30795837,6.56423836,232.07125,0.0323125,18.945067259639
20.5086238,4.77675637,0.67266745,0.11293518,5.765818,2.72496e-6,0.01746276,0.65828324,0.27253256,1.43376e-6,2.03498541,0.90902635,3.7862912,6.69223853,226.1005,0.2643125,26.678467401425
22.9143951,5.24291977,0.7897811,0.10006377,5.87912541,4.00559e-6,0.0202544,0.70096822,0.2814919,8.19382e-7,2.01630581,0.93653341,3.0570037,6.89898538,220.46725,0.51471875,20.683485250291
25.3763269,5.76901564,0.89463078,0.09465722,5.81377001,2.12624e-5,0.02258798,0.71346358,0.28046095,1.16288e-7,2.18280767,0.94893199,3.34531746,7.29544138,215.31275,-1.41896875,21.904050681376
28.6479686,6.30643234,0.99149406,0.10327703,5.74700619,0.00006098,0.02473842,0.72341548,0.27413346,-6.6352e-7,2.25051256,0.95499846,3.8023699,7.45979987,216.28575,-1.8000625,25.043932460244
30.0056778,6.8078963,1.10540792,0.10600887,5.73836601,0.00013923,0.02684687,0.73108217,0.27602745,-1.507e-6,2.69088539,0.96143192,3.98005216,7.63817486,224.40975,-0.01075,25.418058627662
28.0390434,7.15127939,0.21586633,0.8531479,5.09379869,0.01050496,0.01805172,0.37734748,0.18058326,0.00006476,0.29721244,0.55465543,1.93415346,4.95247731,335.14175,1.45425,23.601164001137
23.9874522,6.11948047,0.23319357,0.8840927,5.0426785,0.00909489,0.01677368,0.37290165,0.17568317,0.00005775,0.2893004,0.52709922,1.91665194,5.06684472,326.3645,0.19671875,26.089500525452
23.8058465,5.24258551,0.25850667,0.67995391,5.08844236,0.00631455,0.01926598,0.42017925,0.19825568,0.00004674,0.38853169,0.60407393,1.90797909,5.25168537,317.9035,-0.43184375,20.744107574562
28.9977348,4.78001063,0.29591807,0.43374434,5.17575912,0.00796303,0.02740077,0.52657374,0.23386908,3.6148e-5,0.6023375,0.72581419,2.1065317,5.48147483,310.48575,0.0024375,22.908424422765
33.2241472,4.58178175,0.34127259,0.28546808,5.27770107,0.01053816,0.03548614,0.66662389,0.26774479,3.09074e-5,1.00703647,0.80748463,2.54999566,5.71958507,302.83875,0.46584375,26.531666287618
31.793613,4.47388813,0.38203303,0.1875571,5.408297,0.00746907,0.03353599,0.74933703,0.28366747,2.47525e-5,1.36965783,0.84703836,2.93523462,5.84260097,294.0845,-0.79696875,36.000378090578
30.0152057,4.40939528,0.41078433,0.12495711,5.5584995,0.00502741,0.02512071,0.79631428,0.29614931,1.77117e-5,1.85478416,0.85748345,3.4592964,5.85840294,287.45825,-1.42371875,32.973989331527
30.3447598,4.39417434,0.42891373,0.10605726,5.57249096,0.00375321,0.02492996,0.79508262,0.32225402,0.00001316,2.15800616,0.87029174,3.57572778,5.85895052,284.6195,-0.06765625,35.314862371869
31.3332454,4.40556911,0.44353499,0.09084969,5.64359694,0.00667437,0.0289651,0.74310419,0.3528051,9.99349e-6,2.00165543,0.88254425,3.39562082,5.91195129,282.11375,0.44259375,35.183572522209
29.6960187,4.38596402,0.45601538,0.14052543,5.66653209,0.00963193,0.02665911,0.65240269,0.34053824,7.73141e-6,1.2507993,0.87639943,2.88684074,5.96055304,278.96325,1.82215625,28.055462617641
25.7115512,4.3501486,0.46854846,0.27314804,5.62965785,0.00469626,0.02059584,0.52789759,0.29267685,6.13552e-6,0.63166602,0.81936234,2.09285105,5.96873718,271.60025,1.56884375,31.759769994189
24.5059961,4.34167871,0.49101831,0.33590049,5.57800795,0.00054849,0.01836666,0.46356227,0.26171948,4.93827e-6,0.47643328,0.7927225,1.84374596,6.12172715,259.93225,-0.79178125,31.785432479698
26.1024035,4.39413942,0.53216082,0.26888153,5.61308872,5.53236e-5,0.02047969,0.46826334,0.25867019,4.12174e-6,0.60677604,0.81423971,1.87372415,6.40398326,249.209,-1.85209375,25.820550949331
23.9793476,4.42789718,0.58060147,0.16806179,5.70468782,2.61037e-5,0.02035292,0.54291432,0.26447467,0.00000357,1.12176467,0.85158643,2.35775114,6.58306902,241.6465,-1.439125,20.803693095244
19.42509,4.45211724,0.63558669,0.09705459,5.7804127,0.00003138,0.01907026,0.66269993,0.26995835,3.09534e-6,1.98536754,0.9035552,3.86912568,6.68622537,236.56575,0.0641875,17.431911690609
18.7012193,4.68173043,0.71844767,0.07642676,5.8408719,0.00003309,0.02037726,0.71988593,0.27912548,2.50826e-6,2.37906568,0.94183742,4.27798212,6.85589357,230.942,0.271375,20.527862384663
20.9605291,5.15547099,0.82812556,0.0660381,5.88020662,4.91839e-5,0.02263166,0.71268854,0.28628977,1.7823e-6,2.34434323,0.94668038,3.42614605,7.1642745,225.18525,0.37628125,15.315760857496
24.0209415,5.68918748,0.9353669,0.07182287,5.85386352,8.90164e-5,0.02481178,0.70650433,0.28281322,9.28645e-7,2.3289401,0.95285306,3.36241583,7.41147111,219.02275,-2.4385,22.236949192945
27.7846533,6.22476974,1.03434566,0.07725661,5.78111137,0.0001156,0.02629071,0.70642001,0.27385147,7.36354e-9,2.44882128,0.96129755,3.73453882,7.53328096,219.34625,-3.4016875,23.287819307091
29.1456392,6.7340846,1.14391682,0.08267823,5.76566726,0.00015245,0.02759837,0.72561892,0.27254328,-9.5147e-7,2.94542367,0.96901316,3.91828165,7.7071105,228.23075,-1.83075,25.894171458528
27.9643511,7.46493742,0.18939549,0.89623219,4.97303039,0.01196811,0.02015172,0.39852258,0.18438359,9.92748e-5,0.32260554,0.54392644,2.02223142,4.98869291,338.58825,0.45575,25.172110748834
25.0343035,6.6507703,0.20785344,0.87234505,4.96553901,0.0054153,0.01872006,0.4041551,0.18517001,0.00008457,0.31236073,0.55031772,2.04419189,5.09586689,330.26275,-0.88353125,28.042448966789
24.6705596,5.9799753,0.2393578,0.66403705,5.08525018,0.00089554,0.02039558,0.47274051,0.20286089,0.00006382,0.41600017,0.64745178,2.06429978,5.2572127,322.2105,-1.17284375,28.514445082496
28.711505,5.57221444,0.28429394,0.39910317,5.09356925,0.0018639,0.02929923,0.58035612,0.22898802,4.85064e-5,0.8475517,0.75842858,2.32590594,5.58811272,314.98475,-1.12840625,22.568186689151
31.8394667,5.34263458,0.33884438,0.22728835,5.23298485,0.00655053,0.03143217,0.7106139,0.25412643,3.98111e-5,1.48667547,0.81764374,2.84963729,5.68418179,309.29375,-0.22925,23.052232976501
31.8646883,5.15874556,0.38325603,0.16977312,5.37938486,0.00625425,0.02826396,0.7729707,0.26114489,3.19578e-5,1.73753378,0.83965766,3.09984606,5.77627498,303.02025,-1.5319375,27.392635219744
30.8618183,4.96878944,0.40752602,0.16235556,5.48362474,0.00212436,0.0225416,0.76570151,0.26215224,2.43128e-5,1.42123269,0.84302441,2.87776871,5.90997949,299.41225,-1.5320625,30.476432011661
30.2029031,4.8341646,0.4209804,0.19922474,5.33048742,0.0009802,0.02538907,0.73390444,0.26537938,1.90622e-5,1.2700083,0.81547083,2.73288365,5.80801646,298.7035,0.946375,35.590443745217
30.5045562,4.67809561,0.4372044,0.21551755,5.37656413,0.00626102,0.03068943,0.69239221,0.28404362,1.49259e-5,1.28856882,0.82932957,2.79446563,5.92302684,294.9085,0.9115625,33.553562227057
28.9315103,4.56073073,0.45706998,0.25838455,5.40847128,0.01303268,0.02890801,0.62519072,0.28889495,1.16314e-5,1.00204769,0.82844156,2.54948012,6.00599596,288.87525,1.50159375,30.185113515903
25.6223029,4.47225361,0.48196279,0.31323261,5.40000865,0.00579128,0.02221042,0.54779988,0.27335694,9.12627e-6,0.68834789,0.78190655,2.09862247,6.01732031,278.392,0.39959375,40.64960487347
24.9775695,4.37975875,0.51118277,0.33058058,5.27694643,0.00027937,0.0183813,0.51735887,0.25779143,7.2866e-6,0.67240028,0.77637029,2.05138038,6.1966526,264.64675,-2.6508125,35.910656174043
26.7859805,4.44563479,0.56062445,0.19161733,5.59631145,0.00041464,0.01919386,0.5688478,0.26724979,6.23857e-6,1.04148115,0.83800454,2.65942793,6.49178891,254.19,-2.84828125,28.821250121484
24.1368292,4.46194379,0.61744545,0.09750081,5.77630657,0.00058801,0.02050065,0.67093356,0.27803263,5.60868e-6,1.69040082,0.89404974,3.20223801,6.67596598,247.186,-1.600375,23.318102655181
18.8171079,4.42180127,0.67839113,0.08050146,5.82905004,0.00030523,0.02215594,0.75907174,0.28512377,5.05367e-6,2.10212171,0.92341565,3.42041118,6.75280285,241.1125,-0.844625,21.943318278204
18.0817581,4.61170576,0.75662592,0.07803866,5.86183223,0.00027566,0.02365947,0.79242463,0.29206484,4.32189e-6,2.24919824,0.93713654,3.57347541,6.93978678,234.94775,-0.57771875,21.524053347334
21.4934685,5.08110749,0.85723463,0.06995598,5.85638475,0.00073773,0.02449616,0.76450683,0.29280562,3.35567e-6,2.37869316,0.9479996,3.61194054,7.26240131,228.91475,-0.3744375,21.133397706252
25.0877898,5.59867485,0.96118421,0.07991014,5.8187587,0.0013368,0.02796055,0.7059784,0.28438148,2.20665e-6,2.23458037,0.95056516,3.53644388,7.44398759,222.764,-3.2793125,21.857811632112
27.6685959,6.11331778,1.06919069,0.1148195,5.71681157,0.00172547,0.03110871,0.67780563,0.26900054,1.02809e-6,2.31825193,0.94628088,3.48046153,7.44711356,223.414,-4.35934375,25.954569497683
27.7357695,6.63912533,1.17573608,0.13176363,5.71512802,0.0010541,0.03253527,0.69880517,0.26687374,-1.2579e-7,2.45855835,0.9550399,3.55459128,7.62292926,232.54375,-0.78375,31.987462154933
24.7691908,7.75234117,0.15987077,0.75025761,5.03020945,0.01391585,0.02163815,0.42561526,0.18273916,0.00014145,0.38544992,0.5741406,1.96964516,5.00416493,342.55225,1.35775,19.239707165318
23.483379,7.08880319,0.17714758,0.75475927,5.04067118,0.00602072,0.02187184,0.43644878,0.18702441,0.00011771,0.38051232,0.59362431,2.03969489,5.10227657,337.63425,2.583875,25.888203185488
24.5535621,6.56568403,0.21574156,0.64715944,5.14475756,0.00082515,0.02394352,0.50926244,0.20348777,8.70261e-5,0.53783518,0.64970423,2.17369706,5.18617454,328.77525,0.267125,34.221368452215
27.5852066,6.20599004,0.26666701,0.41140674,5.21613495,0.00102072,0.02632421,0.62077118,0.2270846,6.73251e-5,1.12014254,0.73440858,2.62951469,5.33642216,320.656,-1.61784375,20.092421920649
30.9325295,5.98281498,0.32410605,0.20770034,5.3232116,0.00463016,0.02693062,0.75412216,0.24658738,5.53563e-5,2.15625636,0.81745387,3.45719027,5.48278546,316.74175,-0.34003125,24.164782691307
31.5248471,5.78142746,0.36864568,0.13638069,5.37881675,0.00450605,0.02470717,0.80829416,0.26063791,4.53048e-5,2.47000147,0.84163707,3.63344663,5.57866809,313.37225,-0.9903125,35.071501249134
29.6142534,5.55753443,0.39069442,0.18240979,5.28515172,0.0009413,0.02456634,0.7712308,0.25675123,3.60555e-5,1.68525539,0.80883234,2.92975991,5.61946549,313.216,0.474625,39.471009841823
28.8571922,5.3095967,0.40732024,0.27302341,5.24144197,0.00087745,0.02844249,0.73469997,0.24746132,2.88174e-5,1.26668708,0.79007467,2.63301994,5.67453703,313.08025,2.6760624999999,36.619099149936
29.2276695,5.02534641,0.42658172,0.29815623,5.29918028,0.00666096,0.03067079,0.68644195,0.25204952,0.00002298,1.16552841,0.80623221,2.67858804,5.8319422,307.2485,1.7566875000001,37.764566323093
27.793852,4.83706317,0.45482639,0.29751473,5.34824144,0.01686027,0.02809171,0.64384238,0.25354362,1.78127e-5,1.05332718,0.81306895,2.58049216,5.97122546,298.3715,1.2204375,33.045515291261
24.7188065,4.73326498,0.49406965,0.29789812,5.40124866,0.0148618,0.02354338,0.6023218,0.25113899,1.37256e-5,0.97771164,0.7911596,2.36165194,6.05975211,287.3915,0.61821875,38.613813727868
24.3326268,4.68531943,0.54193095,0.21269543,5.45938496,0.00592515,0.02198133,0.59647723,0.26155739,1.09779e-5,1.1576907,0.81274193,2.5763321,6.26905185,274.1585,-1.8673125,42.168766136545
26.4421616,4.70594889,0.59969602,0.11011308,5.66429864,0.00573261,0.02337297,0.66368922,0.27390089,9.46023e-6,1.82414587,0.87529265,3.44805882,6.57308929,263.507,-2.2551875,34.50033786052
24.2968184,4.66071001,0.66022324,0.07727285,5.78057307,0.0056661,0.02892262,0.78978765,0.28259601,8.78192e-6,2.45255867,0.92034089,3.94595665,6.76625813,256.02025,-0.83046875,33.936350072188
19.345613,4.55060418,0.71913985,0.09298739,5.81815717,0.00202944,0.03433298,0.90240563,0.28928391,8.36911e-6,2.59514416,0.92119357,3.75840529,6.8524228,248.04,-1.2064375,32.100409366349
18.4848773,4.68034371,0.78767812,0.10795382,5.84400932,0.00162,0.03552164,0.92648681,0.29578398,7.42515e-6,2.56927905,0.92830113,3.7749199,7.03283412,240.30875,-1.5394375,23.967071149074
21.3622651,5.10030178,0.87155968,0.08364771,5.8360497,0.00490845,0.03295932,0.81735761,0.29561706,5.85246e-6,2.3753856,0.94887743,3.89281109,7.31881612,233.13475,-2.11303125,23.039685403698
24.2952321,5.57651348,0.95914312,0.10882471,5.79189102,0.00578511,0.03278183,0.69581194,0.27494267,4.13669e-6,2.141993,0.94425699,3.67393825,7.466027,228.00825,-4.2986875,17.581417463424
25.5465382,6.06116997,1.05690352,0.18492831,5.66015855,0.0035952,0.03682748,0.64137727,0.25280161,2.54109e-6,1.94371597,0.9134057,3.29411421,7.45161705,231.3205,-3.24346875,33.923111319796
25.5027492,6.59162888,1.15972009,0.20262311,5.66617751,0.00122418,0.03706624,0.65764722,0.24776432,1.07185e-6,1.87618268,0.92042652,3.26407745,7.6381412,240.9505,2.1225,36.017621089787
21.3780168,7.96262382,0.13563582,0.58899277,5.3104299,0.01528685,0.02319636,0.45543584,0.17108429,0.00018891,0.4195943,0.63064648,1.79048521,5.02759972,343.12975,1.67525,10.221086872883
21.4565963,7.39510315,0.15096241,0.62635619,5.33007702,0.01128313,0.02551897,0.47142249,0.17609723,0.00015497,0.40894853,0.636943,1.88705243,5.11605882,341.39225,3.90084375,13.115998005071
24.3270136,6.99903249,0.19829731,0.67320143,5.23017647,0.00650664,0.02894111,0.52899553,0.190408,0.00011595,0.59372987,0.62501556,2.21987517,5.10264056,333.492,-0.5636875,31.529534856807
28.1290521,6.69408096,0.25056636,0.48067595,5.29091746,0.00649256,0.03064429,0.63062501,0.21487199,9.2303e-5,1.294258,0.68149793,2.93087803,5.17771888,327.4325,-2.1565625,22.335857617571
30.7907227,6.45741244,0.30332138,0.22077081,5.53522108,0.00820675,0.02945808,0.761743,0.24317907,8.05516e-5,3.16298114,0.80042587,4.80714873,5.26980789,325.26025,-0.06959375,26.364875233141
30.4309854,6.26675105,0.34595889,0.11512185,5.56656537,0.00786392,0.02856015,0.80905918,0.27230882,0.00006824,3.57486976,0.85607032,5.11398948,5.36765483,322.6345,-1.40325,15.512813672033
27.7982768,6.11123786,0.37364559,0.14165308,5.37822207,0.00558412,0.02982674,0.77985793,0.28812732,5.45812e-5,2.15789703,0.82901082,3.62845933,5.44746307,325.32175,1.7023125,28.589822591982
